,NumberofOrders,YearlyIncome,SalesAmt,Age,NumberItems,city2,gender2,Clusterlabel,NumberofOrders,YearlyIncome,SalesAmt,Age,NumberItems,city2,gender2,gender,city
0,-0.451185053115514,-0.22639181945420003,-0.19039742119517752,-0.6221950013881115,0.2788234633903039,0.8618861985205455,0.9880557397375535,1,1,50000.0,1184.46,47,4,209,1,M,Royal Oak
1,0.4565896437550332,0.08333163528373391,-0.023747500445294455,0.07131297141293522,0.6602496672700058,-0.6261279625384926,0.9880557397375535,1,2,60000.0,1538.5582,55,5,97,1,M,Edmonds
2,0.4565896437550332,0.39305509002166783,-0.6847962680341397,1.6317059102152902,0.6602496672700058,0.7688853134543556,0.9880557397375535,1,2,70000.0,133.96,73,5,202,1,M,Redwood City
3,-0.451185053115514,0.7027785447596018,-0.7309181975821819,-0.9689489877886348,-0.10260274048939799,-1.4631359281342016,0.9880557397375535,1,1,80000.0,35.96,43,3,34,1,M,Brisbane
4,-0.451185053115514,1.6319489089734036,-0.7033768167949225,-0.015375525187195623,-0.4840289443690999,-1.7288527426090297,0.9880557397375535,1,1,110000.0,94.48,54,2,14,1,M,Beverly Hills
5,-0.451185053115514,-0.536115274192134,-0.6852621936489618,-0.7955719945883731,-0.10260274048939799,-0.3869828295111472,0.9880557397375535,1,1,40000.0,132.97,45,3,115,1,M,Grossmont
6,-0.451185053115514,0.39305509002166783,0.3972241991629295,-0.5355065047879806,0.2788234633903039,-0.7457005290521653,0.9880557397375535,1,1,70000.0,2433.04,48,4,88,1,M,Daly City
7,0.4565896437550332,0.39305509002166783,1.5641231356864214,-0.10206402178732646,2.5673806866685154,0.39688177318959605,0.9880557397375535,2,2,70000.0,4912.47,53,10,174,1,M,Newton
8,-0.451185053115514,-0.536115274192134,-0.7149025928625914,-1.1423259809888964,-0.8654551482488018,-0.18769521865502603,0.9880557397375535,1,1,40000.0,69.99,41,1,130,1,M,Kirkland
9,-0.451185053115514,-0.536115274192134,-0.7033768167949225,-1.0556374843887657,-0.4840289443690999,-1.44985008741046,0.9880557397375535,1,1,40000.0,94.48,42,2,35,1,M,Burbank
10,-0.451185053115514,0.08333163528373391,0.42512326022015345,-1.3157029741891582,0.2788234633903039,1.0877454908241495,0.9880557397375535,1,1,60000.0,2492.32,39,4,226,1,M,Sedro Woolley
11,0.4565896437550332,0.7027785447596018,0.717220970158851,0.5047554544135894,-0.10260274048939799,-0.4534120331298543,0.9880557397375535,1,2,80000.0,3112.97,60,3,110,1,M,Glendale
