,NumberofOrders,YearlyIncome,SalesAmt,Age,NumberItems,city2,gender2,Clusterlabel
0,-0.4511850531155139,-0.22639181945420006,-0.1903974211951774,-0.6221950013881115,0.2788234633903039,0.8618861985205455,0.9880557397375533,2
1,0.4565896437550331,0.08333163528373393,-0.023747500445294348,0.07131297141293522,0.6602496672700058,-0.6261279625384926,0.9880557397375533,2
2,0.4565896437550331,0.3930550900216679,-0.6847962680341396,1.6317059102152902,0.6602496672700058,0.7688853134543556,0.9880557397375533,2
3,-0.4511850531155139,0.7027785447596019,-0.7309181975821818,-0.9689489877886348,-0.10260274048939799,-1.4631359281342016,0.9880557397375533,2
4,-0.4511850531155139,1.6319489089734038,-0.7033768167949224,-0.015375525187195623,-0.4840289443690999,-1.7288527426090297,0.9880557397375533,2
5,-0.4511850531155139,-0.536115274192134,-0.6852621936489617,-0.7955719945883731,-0.10260274048939799,-0.3869828295111472,0.9880557397375533,2
6,-0.4511850531155139,0.3930550900216679,0.3972241991629296,-0.5355065047879806,0.2788234633903039,-0.7457005290521653,0.9880557397375533,2
7,0.4565896437550331,0.3930550900216679,1.5641231356864216,-0.10206402178732646,2.5673806866685154,0.39688177318959605,0.9880557397375533,0
8,-0.4511850531155139,-0.536115274192134,-0.7149025928625913,-1.1423259809888964,-0.8654551482488018,-0.18769521865502603,0.9880557397375533,2
9,-0.4511850531155139,-0.536115274192134,-0.7033768167949224,-1.0556374843887657,-0.4840289443690999,-1.44985008741046,0.9880557397375533,2
10,-0.4511850531155139,0.08333163528373393,0.42512326022015356,-1.3157029741891582,0.2788234633903039,1.0877454908241495,0.9880557397375533,2
11,0.4565896437550331,0.7027785447596019,0.7172209701588511,0.5047554544135894,-0.10260274048939799,-0.4534120331298543,0.9880557397375533,2
12,-0.4511850531155139,-0.536115274192134,-0.7219667781943884,2.238525386416206,-0.4840289443690999,1.3401764645752363,-1.0120886502472213,1
13,1.36436434062558,0.3930550900216679,1.6964881789171873,-1.1423259809888964,1.0416758711497076,1.3401764645752363,-1.0120886502472213,0
14,-0.4511850531155139,-0.536115274192134,-0.7374976320217903,0.8515094408141127,-0.8654551482488018,1.1940322166140807,-1.0120886502472213,1
15,0.4565896437550331,-1.155562183668002,0.7158479014909285,0.5047554544135894,-0.10260274048939799,0.37031009174211327,-1.0120886502472213,1
16,-0.4511850531155139,-0.8458387289300681,-0.20403633464724133,-1.0556374843887657,-0.4840289443690999,0.9150295614155111,-1.0120886502472213,1
17,0.4565896437550331,-0.536115274192134,2.028067390065651,-0.7955719945883731,-0.4840289443690999,-0.8785589362895794,-1.0120886502472213,0
18,0.4565896437550331,0.7027785447596019,0.7526642611207192,0.5914439510137202,1.4231020750294097,0.06473575509606078,-1.0120886502472213,0
19,-0.4511850531155139,0.3930550900216679,-0.7334972605813989,-0.10206402178732646,-0.4840289443690999,1.6324649604975474,-1.0120886502472213,1
20,-0.4511850531155139,1.9416723637113378,-0.6695854439219691,1.8917714000156827,-0.10260274048939799,1.3268906238514948,-1.0120886502472213,1
